0639E5AA462A8A0FB2439A5457FDFFAD87802F558158D8192F1696F1A58624DD|7F60CB0586AC8E33D2089AE990F886C65C4D574FA264D6715484FE2D316EF1B8|1507773251|2342352, lrk, 651.580822593527 TambergCoin;2342352, bst, 3291.1282206237875 TambergCoin;2342352, dwz, 3972.491095152116 TambergCoin;2342352, kze, 4747.228372390817 TambergCoin;2342352, efb, 4824.372862219775 TambergCoin;2342352, ssj, 5005.356714893732 TambergCoin;2342352, bvb, 5933.643285004409 TambergCoin;2342352, kac, 9056.013424579687 TambergCoin;2342352, uwg, 9408.22831406978 TambergCoin;2342352, hcc, 9573.132116433579 TambergCoin;983512850, ssj -> umg - 5005.356714893732 TambergCoin;1043716219, hcc -> wei - 9573.132116433579 TambergCoin;1055273569, kac -> nhi - 9056.013424579687 TambergCoin;1073982127, kze -> sny - 4747.228372390817 TambergCoin;1123887095, bvb -> xen - 5933.643285004409 TambergCoin;1131429323, efb -> shv - 4824.372862219775 TambergCoin;1142710919, dwz -> hcn - 3972.491095152116 TambergCoin;1290174293, uwg -> gbe - 9408.22831406978 TambergCoin;1358156226, bst -> opj - 3291.1282206237875 TambergCoin;1507773251, lrk -> vny - 651.580822593527 TambergCoin
C37C22A54468E009BDF0CD875F7FDBD4C5C187520E30270B1D48129628C05C60|0639E5AA462A8A0FB2439A5457FDFFAD87802F558158D8192F1696F1A58624DD|1509477221|2342352, yyx, 45.69417214164515 TambergCoin;2342352, ija, 493.4981073012149 TambergCoin;2342352, fft, 2548.122694832758 TambergCoin;2342352, djl, 2570.7258903437146 TambergCoin;2342352, zzt, 3169.327318853388 TambergCoin;2342352, mod, 3328.7187601159235 TambergCoin;2342352, qcj, 5546.6119069318065 TambergCoin;2342352, tge, 7370.28419628979 TambergCoin;2342352, kbj, 9228.247266507991 TambergCoin;2342352, hqj, 9870.124847327814 TambergCoin;979366355, ija -> mtc - 493.4981073012149 TambergCoin;1032985986, kbj -> izr - 9228.247266507991 TambergCoin;1057057106, fft -> lia - 2548.122694832758 TambergCoin;1070440841, djl -> mvi - 2570.7258903437146 TambergCoin;1090499471, zzt -> ftp - 3169.327318853388 TambergCoin;1108910867, tge -> roz - 7370.28419628979 TambergCoin;1223385784, qcj -> qnz - 5546.6119069318065 TambergCoin;1484135009, yyx -> mtf - 45.69417214164515 TambergCoin;1489491088, mod -> emx - 3328.7187601159235 TambergCoin;1509477221, hqj -> ujt - 9870.124847327814 TambergCoin
515D5DA525DDD3A8126E080534371E7ADAAB927BC5EFD456EB8EB1ECAB17A6AC|C37C22A54468E009BDF0CD875F7FDBD4C5C187520E30270B1D48129628C05C60|1292432826|2342352, uws, 988.2465110619245 TambergCoin;2342352, kvp, 1349.7685492317369 TambergCoin;2342352, xkm, 2522.0947333193603 TambergCoin;2342352, rah, 4836.15164281704 TambergCoin;2342352, fzn, 5172.091035731198 TambergCoin;2342352, qiv, 6053.467675805451 TambergCoin;2342352, wck, 6733.185193876434 TambergCoin;2342352, ryg, 9305.458656921925 TambergCoin;2342352, afs, 9739.216213175738 TambergCoin;2342352, zhi, 9900.539744427795 TambergCoin;962924397, zhi -> mve - 9900.539744427795 TambergCoin;1009354422, ryg -> xax - 9305.458656921925 TambergCoin;1041726975, afs -> hqt - 9739.216213175738 TambergCoin;1060359864, fzn -> cai - 5172.091035731198 TambergCoin;1072124204, wck -> icn - 6733.185193876434 TambergCoin;1119880461, xkm -> rwk - 2522.0947333193603 TambergCoin;1127141657, rah -> mxi - 4836.15164281704 TambergCoin;1240154741, kvp -> ejg - 1349.7685492317369 TambergCoin;1268399232, uws -> pfj - 988.2465110619245 TambergCoin;1292432826, qiv -> bvg - 6053.467675805451 TambergCoin
C6883C79808C3CC8880E5EAAF2BBC9DBD893BC1948A12FE747598F0C047EE036|515D5DA525DDD3A8126E080534371E7ADAAB927BC5EFD456EB8EB1ECAB17A6AC|1473400156|2342352, ylb, 3437.2096692733658 TambergCoin;2342352, sxf, 3928.9348560036037 TambergCoin;2342352, skk, 4979.232946863739 TambergCoin;2342352, fgx, 5101.795320403678 TambergCoin;2342352, ipz, 5998.512467911581 TambergCoin;2342352, hvl, 6691.494849895998 TambergCoin;2342352, mny, 7048.805333441629 TambergCoin;2342352, qey, 7282.210627520403 TambergCoin;2342352, cdc, 7596.722718479925 TambergCoin;2342352, ays, 8873.886812883311 TambergCoin;1002227300, ipz -> rlw - 5998.512467911581 TambergCoin;1010245957, ays -> abe - 8873.886812883311 TambergCoin;1099020383, hvl -> tjh - 6691.494849895998 TambergCoin;1138275934, fgx -> est - 5101.795320403678 TambergCoin;1197038716, qey -> dyi - 7282.210627520403 TambergCoin;1208103076, mny -> xzz - 7048.805333441629 TambergCoin;1284696221, ylb -> adp - 3437.2096692733658 TambergCoin;1437775217, cdc -> avq - 7596.722718479925 TambergCoin;1463576211, sxf -> zgj - 3928.9348560036037 TambergCoin;1473400156, skk -> jlp - 4979.232946863739 TambergCoin
9E600AE0E013A01912989762465AFDD640ADBD88770910E658A351613690F086|C6883C79808C3CC8880E5EAAF2BBC9DBD893BC1948A12FE747598F0C047EE036|1494260867|2342352, sgb, 928.0417225261921 TambergCoin;2342352, qdj, 1187.8107175584926 TambergCoin;2342352, xvk, 1493.1783492605107 TambergCoin;2342352, ogc, 3336.048567807158 TambergCoin;2342352, sln, 5505.609417953015 TambergCoin;2342352, xsl, 6426.851455728692 TambergCoin;2342352, ain, 7799.078589077546 TambergCoin;2342352, yqh, 8666.909722217142 TambergCoin;2342352, zle, 8821.826994524537 TambergCoin;2342352, nye, 9320.556333924113 TambergCoin;984071762, xvk -> hew - 1493.1783492605107 TambergCoin;1058447357, yqh -> vir - 8666.909722217142 TambergCoin;1076688046, qdj -> tma - 1187.8107175584926 TambergCoin;1082020093, sln -> jlh - 5505.609417953015 TambergCoin;1295558053, nye -> yek - 9320.556333924113 TambergCoin;1318940269, xsl -> nqa - 6426.851455728692 TambergCoin;1426056141, sgb -> alk - 928.0417225261921 TambergCoin;1471623819, zle -> lyp - 8821.826994524537 TambergCoin;1473114820, ogc -> gac - 3336.048567807158 TambergCoin;1494260867, ain -> eav - 7799.078589077546 TambergCoin
BE8A75AFB1CFA1B2D03637BC9FAE532DD33916179DDADD03F26BBB70B12262C1|9E600AE0E013A01912989762465AFDD640ADBD88770910E658A351613690F086|1501779013|2342352, bxe, 546.1815652222479 TambergCoin;2342352, git, 1341.855348002724 TambergCoin;2342352, xex, 2342.481313297927 TambergCoin;2342352, vlc, 2854.5083171013052 TambergCoin;2342352, iar, 5431.938387758543 TambergCoin;2342352, igh, 6375.8411127931495 TambergCoin;2342352, sbf, 7217.402697589814 TambergCoin;2342352, gcj, 8946.060202970459 TambergCoin;2342352, gin, 9176.31232871011 TambergCoin;2342352, ryw, 9400.848365586753 TambergCoin;1000839354, ryw -> kwm - 9400.848365586753 TambergCoin;1009905865, igh -> xeo - 6375.8411127931495 TambergCoin;1110724204, vlc -> jre - 2854.5083171013052 TambergCoin;1182578937, sbf -> mtb - 7217.402697589814 TambergCoin;1228280058, git -> wjy - 1341.855348002724 TambergCoin;1301928241, gcj -> cbz - 8946.060202970459 TambergCoin;1336994259, gin -> dai - 9176.31232871011 TambergCoin;1451140779, xex -> bmt - 2342.481313297927 TambergCoin;1461137418, iar -> zrm - 5431.938387758543 TambergCoin;1501779013, bxe -> wfo - 546.1815652222479 TambergCoin
3AD5544981FBB76EDFB42EAB0288F005A2A954A4B0853F848F009FC1F582660B|BE8A75AFB1CFA1B2D03637BC9FAE532DD33916179DDADD03F26BBB70B12262C1|1521033675|2342352, cic, 632.7708044715057 TambergCoin;2342352, mmv, 1683.659136918013 TambergCoin;2342352, cam, 2091.6579762688475 TambergCoin;2342352, zaq, 2106.99499646582 TambergCoin;2342352, axd, 2181.545762723682 TambergCoin;2342352, gls, 3351.3607244190757 TambergCoin;2342352, pyd, 4481.11155758382 TambergCoin;2342352, ohk, 5060.073583872446 TambergCoin;2342352, tvv, 5483.0862209736015 TambergCoin;2342352, ifu, 9656.33708221546 TambergCoin;964168484, tvv -> lto - 5483.0862209736015 TambergCoin;1048455366, cic -> mdw - 632.7708044715057 TambergCoin;1051396022, axd -> qcp - 2181.545762723682 TambergCoin;1136492664, gls -> ohn - 3351.3607244190757 TambergCoin;1226698955, pyd -> ncs - 4481.11155758382 TambergCoin;1292362244, ifu -> frc - 9656.33708221546 TambergCoin;1295234080, zaq -> vgp - 2106.99499646582 TambergCoin;1317893758, cam -> vqv - 2091.6579762688475 TambergCoin;1435715750, mmv -> fiq - 1683.659136918013 TambergCoin;1521033675, ohk -> apg - 5060.073583872446 TambergCoin
7814FDDE11CC3923225B33BBC65A67467729B8807AC7D89FAFABD1635344C443|3AD5544981FBB76EDFB42EAB0288F005A2A954A4B0853F848F009FC1F582660B|1515461300|2342352, szw, 1338.2544382854874 TambergCoin;2342352, njg, 1596.412746666341 TambergCoin;2342352, drb, 1828.2060598817488 TambergCoin;2342352, umc, 2347.961969683815 TambergCoin;2342352, sjx, 5064.071180761441 TambergCoin;2342352, btr, 7309.814550663654 TambergCoin;2342352, jtm, 7419.766383639758 TambergCoin;2342352, cyp, 8417.624742684297 TambergCoin;2342352, bts, 8865.887342453927 TambergCoin;2342352, wtz, 9488.914041395363 TambergCoin;982058766, wtz -> hqi - 9488.914041395363 TambergCoin;1132121867, cyp -> gnj - 8417.624742684297 TambergCoin;1196889675, sjx -> hyr - 5064.071180761441 TambergCoin;1204882308, jtm -> jfo - 7419.766383639758 TambergCoin;1247602514, njg -> gan - 1596.412746666341 TambergCoin;1247716049, btr -> bqn - 7309.814550663654 TambergCoin;1361649914, szw -> ylb - 1338.2544382854874 TambergCoin;1493270349, bts -> ivo - 8865.887342453927 TambergCoin;1500787151, umc -> hte - 2347.961969683815 TambergCoin;1515461300, drb -> uvs - 1828.2060598817488 TambergCoin
700C47B4107E6504104854B20F28457004D86FD1C711D86F98DB38249F2986D0|7814FDDE11CC3923225B33BBC65A67467729B8807AC7D89FAFABD1635344C443|1449315620|2342352, qsa, 481.9849894434967 TambergCoin;2342352, aus, 804.6508800368913 TambergCoin;2342352, jne, 821.347243018662 TambergCoin;2342352, kxr, 1728.9693573618524 TambergCoin;2342352, qdj, 1936.555997856805 TambergCoin;2342352, zfo, 2673.273526264322 TambergCoin;2342352, ehs, 3826.151225281501 TambergCoin;2342352, aob, 3840.8281190082375 TambergCoin;2342352, wcx, 4277.610045703495 TambergCoin;2342352, pic, 8895.441635606381 TambergCoin;1040584338, zfo -> ctd - 2673.273526264322 TambergCoin;1097273630, jne -> kfw - 821.347243018662 TambergCoin;1144927634, kxr -> vey - 1728.9693573618524 TambergCoin;1150465297, wcx -> dxa - 4277.610045703495 TambergCoin;1252601227, ehs -> egd - 3826.151225281501 TambergCoin;1304175582, qdj -> leu - 1936.555997856805 TambergCoin;1310731107, aus -> wqu - 804.6508800368913 TambergCoin;1354615037, pic -> eui - 8895.441635606381 TambergCoin;1435676126, qsa -> ecg - 481.9849894434967 TambergCoin;1449315620, aob -> qbz - 3840.8281190082375 TambergCoin
75AB2A03B3618C81FBF06F9DCCDF75B4C5B3A22F9DC15778B598D8B0E042AEF8|700C47B4107E6504104854B20F28457004D86FD1C711D86F98DB38249F2986D0|1452116317|2342352, ifw, 556.3528719718761 TambergCoin;2342352, hpn, 562.785885393693 TambergCoin;2342352, xqp, 631.6271593107617 TambergCoin;2342352, kuh, 4060.9301254303664 TambergCoin;2342352, qex, 4360.364829514652 TambergCoin;2342352, jyq, 4402.497385037465 TambergCoin;2342352, hrq, 5398.7273871523485 TambergCoin;2342352, vhx, 5545.697925392678 TambergCoin;2342352, zao, 6794.68863000009 TambergCoin;2342352, vxf, 8729.968285799301 TambergCoin;965565246, jyq -> zad - 4402.497385037465 TambergCoin;1065288455, hpn -> tvw - 562.785885393693 TambergCoin;1123228253, ifw -> fok - 556.3528719718761 TambergCoin;1131253650, kuh -> npg - 4060.9301254303664 TambergCoin;1149168408, xqp -> qxo - 631.6271593107617 TambergCoin;1176894400, vhx -> ygl - 5545.697925392678 TambergCoin;1311575630, qex -> ovg - 4360.364829514652 TambergCoin;1338822269, vxf -> lzu - 8729.968285799301 TambergCoin;1442406946, hrq -> kwk - 5398.7273871523485 TambergCoin;1452116317, zao -> qrc - 6794.68863000009 TambergCoin
